Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Warmondstraat;115;2;1058 KT;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ;€ 2,100;€ 21;€ 2,100;Per maand;nee;3-6-2019;;;30-7-2019;30-7-2019;30-7-2019;21-8-2019;;;58;100;300;;;;;;1931;3;2;Appartement;;maisonnette;;;;;;;Verhuurd;;per datum;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Roerstraat;61;huis;1078 LK;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 2,100;€ 26;€ 2,100;Per maand;nee;5-6-2019;;;6-8-2019;31-7-2019;31-7-2019;;;;57;80;215;;;12;100;;;5;3;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Brouwersgracht;230;C;1013 HE;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 2,100;€ 22;€ 2,100;Per maand;nee;11-6-2019;;;18-6-2019;18-6-2019;18-6-2019;;;;8;95;260;;;;6;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Langendijkstraat;22;B;1054 ZB;AMSTERDAM;Bakker Berkeveld Den Baas Makelaars B.V. ;020-2159481;In verhuur genomen; € - ;; € - ;€ 2,100;€ 31;€ 2,100;Per maand;nee;12-6-2019;;;1-7-2019;1-7-2019;1-7-2019;1-7-2019;;;20;67;203;;;;6;33;;3;2;Appartement;;bovenwoning;;;;C;;18-12-2028;Verhuurd;;direct;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Willemsstraat;120;;1015 JE;AMSTERDAM;The Rental Agency Amsterdam ;06-39751462;In verhuur genomen; € - ;; € - ;€ 2,100;€ 24;€ 2,100;Per maand;nee;27-6-2019;;;3-8-2019;1-8-2019;1-8-2019;1-8-2019;;;36;87;230;;;;17;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Beursstraat;33;C;1012 JV;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 2,100;€ 28;€ 2,100;Per maand;nee;2-7-2019;;;24-7-2019;24-7-2019;24-7-2019;1-8-2019;;;23;75;210;;;;;;2017;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;2;€ 2,100;€ 2,250;2-7-2019;€ -150;€ 2,100;4-7-2019;€ 150;  ;;  ;  ;;  ;  ;;  
Amstelveenseweg;83;ll;1075 VW;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 2,100;€ 30;€ 2,100;Per maand;nee;3-7-2019;10-7-2019;;18-7-2019;18-7-2019;18-7-2019;;;;16;71;192;;;;;;;5;3;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Binnenkant;24;d;1011 BH;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 2,100;€ 26;€ 2,100;Per maand;nee;1-8-2019;;;13-8-2019;13-8-2019;13-8-2019;13-8-2019;;;13;80;220;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,100;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Noorderstraat;83;D;1017 TT;AMSTERDAM;HHW Makelaars ;020-6764444;In verkoop/verhuur genomen;€ 600,000;Kosten koper;€ 9,231;€ 2,100;€ 32;€ 2,100;Per maand;nee;31-5-2019;;;24-7-2019;23-7-2019;23-7-2019;;;;54;65;205;;;;30;;2009;3;2;Appartement;;bovenwoning;;;;A;;8-6-2026;Verhuurd;;in overleg;3;€ 600,000;€ 600,000;4-6-2019;  ;€ 2,000;4-6-2019;€ -2,000;€ 2,100;12-7-2019;€ -100;  ;;  ;  ;;  
Leo Smitstraat;17;a;1082 MP;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 2,104;€ 19;€ 2,104;Per maand;nee;1-7-2019;;;13-8-2019;13-8-2019;13-8-2019;13-8-2019;;;44;111;290;;;5;8;;;4;3;Appartement;;portiekwoning;;;;;;;Verhuurd;;direct;0;€ 2,104;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Groenhoedenveem;107;;1019 HM;AMSTERDAM;Digimakelaars.nl ;088-0000400;In verhuur genomen; € - ;; € - ;€ 2,121;€ 15;€ 2,121;Per maand;nee;6-5-2019;;;12-6-2019;12-6-2019;12-6-2019;;;;38;145;425;;;5;;;2005;3;2;Appartement;;bovenwoning;;;;A;1.15;10-2-2025;Verhuurd;;in overleg;0;€ 2,121;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Willemsparkweg;218;#NAME?;1071 HX;AMSTERDAM;De La Haye Makelaardij O.G. ;020-6364645;In verhuur genomen; € - ;; € - ;€ 2,100;€ 23;€ 2,150;Per maand;nee;18-2-2019;;;26-5-2019;24-5-2019;24-5-2019;24-5-2019;;;96;90;250;;;;;;;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Haarlemmer Houttuinen;13;#NAME?;1013 GL;AMSTERDAM;DSTRCT Amsterdam B.V. ;020-3309454;In verhuur genomen; € - ;; € - ;€ 2,150;€ 24;€ 2,150;Per maand;nee;28-3-2019;;;18-6-2019;17-6-2019;17-6-2019;17-6-2019;;;82;90;360;;;;;;;3;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rapenburg;35;F;1011 TV;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 18;€ 2,150;Per maand;nee;2-4-2019;;;6-6-2019;6-6-2019;6-6-2019;6-6-2019;;;66;120;350;;;;;;1905;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Herengracht;21;B;1011 RL;AMSTERDAM;Another Home Abroad BV ;020-7880434;In verhuur genomen; € - ;; € - ;€ 2,000;€ 25;€ 2,150;Per maand;nee;2-4-2019;;;24-6-2019;22-6-2019;22-6-2019;;;;82;80;242;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwe Herengracht;21;B;1011 RL;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 22;€ 2,150;Per maand;nee;3-4-2019;;;24-6-2019;24-6-2019;24-6-2019;24-6-2019;;;83;100;300;;;;;;1890;1;1;Appartement;;beneden + bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede Jan Steenstraat;51;2;1074 CK;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 2,000;€ 21;€ 2,150;Per maand;nee;11-4-2019;;;29-5-2019;13-5-2019;13-5-2019;17-5-2019;;;33;95;250;;;;;;1930;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Banstraat;54;2;1071 KB;AMSTERDAM;Ing. Roelfzema Vastgoedadviseurs BV ;020-6768086;In verhuur genomen; € - ;; € - ;€ 2,150;€ 14;€ 2,150;Per maand;nee;13-4-2019;14-6-2019;;15-6-2019;6-6-2019;6-6-2019;15-6-2019;;;55;153;501;;;;17;42;1925;5;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 2,650;€ 2,150;23-5-2019;€ 500;  ;;  ;  ;;  ;  ;;  ;  ;;  
Anne Frankstraat;59;;1018 DM;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 2,150;€ 26;€ 2,150;Per maand;nee;24-4-2019;;;3-7-2019;19-6-2019;19-6-2019;19-6-2019;;;57;84;218;;;;9;;2003;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hoogte Kadijk;215;;1018 BK;Amsterdam;Makelaarshuis Amsterdam - Zaanstad ;06 50566505;In verhuur genomen; € - ;; € - ;€ 2,150;€ 28;€ 2,150;Per maand;nee;28-4-2019;;;22-5-2019;15-5-2019;15-5-2019;1-6-2019;;;18;78;270;;;;6;;1993;3;2;Appartement;;tussenverdieping;;;;C;;1-4-2029;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bloemgracht;88;;1015 TM;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 25;€ 2,150;Per maand;nee;29-4-2019;;;15-6-2019;15-6-2019;15-6-2019;15-6-2019;;;48;85;170;;;;;;1005;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 2,000;€ 2,150;1-5-2019;€ -150;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Looiersdwarsstraat;10;#NAME?;1016 VM;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 2,150;€ 27;€ 2,150;Per maand;nee;2-5-2019;;;4-7-2019;4-7-2019;4-7-2019;4-7-2019;;;64;80;208;;;;12;;1905;4;3;Appartement;;tussenverdieping;;;;A;;8-8-2027;Verhuurd;;per datum;1;€ 2,350;€ 2,150;14-6-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Diopter;228;;1025 MT;AMSTERDAM;Koops Makelaardij Amstelveen ;;In verhuur genomen; € - ;; € - ;€ 2,000;€ 14;€ 2,150;Per maand;nee;2-5-2019;;;24-7-2019;24-7-2019;24-7-2019;24-7-2019;;;84;140;364;;;;;;1999;5;3;Woonhuis;eengezinswoning;;geschakelde woning;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Derde Weteringdwarsstraat;17;G;1017 TA;AMSTERDAM;Peter Bruin Makelaardij o.g. b.v. ;020-6768022;In verhuur genomen; € - ;; € - ;€ 2,150;€ 31;€ 2,150;Per maand;nee;3-5-2019;;;6-6-2019;16-5-2019;16-5-2019;16-5-2019;;;14;70;193;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Parnassusweg;193;;1077 DE;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 20;€ 2,150;Per maand;nee;9-5-2019;;;19-7-2019;19-7-2019;19-7-2019;19-7-2019;;;72;110;300;;;;;;1967;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rietwijkerstraat;70;2;1059 XC;AMSTERDAM;Dinant Makelaardij ;020-6699999;In verhuur genomen; € - ;; € - ;€ 2,150;€ 24;€ 2,150;Per maand;nee;21-5-2019;;;4-6-2019;4-6-2019;4-6-2019;;;;15;90;289;;2;5;22;;;5;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Saenredamstraat;59;CIII;1072 CD;AMSTERDAM;Alcoco ;020 4638790;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 2,150;Per jaar;nee;29-5-2019;;;17-6-2019;17-6-2019;17-6-2019;1-8-2019;;;20;90;204;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ruysdaelkade;13;I;1072 AG;AMSTERDAM;Alcoco ;020 4638790;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 2,150;Per maand;nee;6-6-2019;;;20-6-2019;20-6-2019;20-6-2019;8-7-2019;;;15;95;270;;24;;;;1874;4;2;Appartement;;portiekwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Parnassusweg;193;;1077 DE;AMSTERDAM;Renthouse Vastgoed BV ;020-3030609;In verhuur genomen; € - ;; € - ;€ 2,150;€ 19;€ 2,150;Per maand;nee;7-6-2019;;;11-7-2019;11-7-2019;11-7-2019;;;;35;115;345;;;6;;;;3;2;Appartement;;galerijflat;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Parnassusweg;21;1;1077 DB;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 19;€ 2,150;Per maand;nee;12-6-2019;;;2-7-2019;2-7-2019;2-7-2019;2-7-2019;;;21;111;250;;;;;;1931;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stadhouderskade;49;I hoog;1072 AA;AMSTERDAM;& Bijleveld Makelaardij b.v. ;020-5287862;In verhuur genomen; € - ;; € - ;€ 2,150;€ 32;€ 2,150;Per maand;nee;14-6-2019;;;17-7-2019;6-7-2019;6-7-2019;6-7-2019;;;23;67;292;;;;4;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Herengracht;259;#NAME?;1016 BJ;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 2,100;€ 30;€ 2,150;Per maand;nee;17-6-2019;;;18-7-2019;15-7-2019;15-7-2019;15-7-2019;;;29;70;182;;;;;;1905;2;1;Appartement;;tussenverdieping;;;;F;;24-4-2027;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Langendijkstraat;10;III+IV;1054 ZA;AMSTERDAM;Galman & Versteeg makelaars o.g. B.V. ;020-6222258;In verhuur genomen; € - ;; € - ;€ 2,150;€ 19;€ 2,150;Per maand;nee;18-6-2019;;;1-7-2019;1-7-2019;1-7-2019;1-7-2019;;;14;113;300;;;;40;52;2011;4;3;Appartement;;maisonnette;;;;C;1.19;2-6-2026;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kea Boumanstraat;160;;1095 MA;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 24;€ 2,150;Per maand;nee;21-6-2019;;;15-7-2019;15-7-2019;15-7-2019;15-7-2019;;;25;89;270;;;;;;2019;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bloemgracht;59;III;1016 KE;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 18;€ 2,150;Per maand;nee;27-6-2019;;;20-8-2019;20-8-2019;20-8-2019;20-8-2019;;;55;120;275;;;;;;1905;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sarphatistraat;141;E;1018 GD;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 2,150;€ 23;€ 2,150;Per maand;nee;27-6-2019;;;5-8-2019;5-8-2019;5-8-2019;5-8-2019;;;40;95;240;;;;;;2002;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 2,250;€ 2,150;19-7-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Raamplein;16;;1016 XK;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 2,150;€ 27;€ 2,150;Per maand;nee;5-7-2019;;;9-8-2019;26-7-2019;26-7-2019;1-8-2019;;;22;81;190;;;;;;1986;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;1;€ 2,250;€ 2,150;22-7-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rapenburg;33;B;1011 TV;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verhuur genomen; € - ;; € - ;€ 2,150;€ 23;€ 2,150;Per maand;nee;9-7-2019;;;15-8-2019;9-8-2019;9-8-2019;;;;32;95;322;;;4;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;1;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Maasstraat;67;I;1078 HE;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 2,150;€ 25;€ 2,150;Per maand;nee;10-7-2019;;;2-8-2019;1-8-2019;1-8-2019;1-8-2019;;;23;87;245;;;;12;;1929;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Brouwersgracht;214;;1013 HD;AMSTERDAM;Cityhomes ;206250071;In verhuur genomen; € - ;; € - ;€ 2,150;€ 24;€ 2,150;Per maand;nee;18-7-2019;;;19-8-2019;19-8-2019;19-8-2019;19-8-2019;;;33;90;250;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;1;€ 2,295;€ 2,150;12-8-2019;€ 145;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rombout Hogerbeetsstraat;42;III/IV;1052 XE;AMSTERDAM;Van Maarschalkerwaart Makelaardij o.g. b.v. ;020-5721111;In verhuur genomen; € - ;; € - ;€ 2,150;€ 24;€ 2,150;Per maand;nee;22-7-2019;;;6-8-2019;6-8-2019;6-8-2019;;;;16;90;225;;;;25;;;4;3;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Karthuizersstraat;6;#NAME?;1015 LR;AMSTERDAM;DSTRCT Amsterdam B.V. ;020-3309454;In verhuur genomen; € - ;; € - ;€ 2,250;€ 26;€ 2,150;Per maand;nee;30-7-2019;;;7-8-2019;7-8-2019;7-8-2019;7-8-2019;;;9;86;272;;;6;11;;2002;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rapenburg;33;C;1011 TV;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verhuur genomen; € - ;; € - ;€ 2,150;€ 22;€ 2,150;Per maand;nee;7-8-2019;;;15-8-2019;15-8-2019;15-8-2019;;;;9;96;322;;;4;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;1;in overleg;0;€ 2,150;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Korte Prinsengracht;34;E;1013 GS;AMSTERDAM;Puur Makelaars Haarlem-Noord ;023 5319600;In verhuur genomen; € - ;; € - ;€ 2,160;€ 17;€ 2,160;Per maand;nee;5-4-2019;;;9-7-2019;8-7-2019;8-7-2019;;;;95;129;387;;;;;;1967;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,160;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Korte Prinsengracht;34;E;1013 GS;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 2,160;€ 17;€ 2,160;Per maand;nee;7-5-2019;;;9-7-2019;9-7-2019;9-7-2019;9-7-2019;;;64;129;323;;;;4;24;1967;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,160;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bickerswerf;82;;1013 KX;AMSTERDAM;Another Home Abroad BV ;020-7880434;In verhuur genomen; € - ;; € - ;€ 2,000;€ 20;€ 2,170;Per maand;nee;11-4-2019;;;29-5-2019;27-5-2019;27-5-2019;;;;47;98;295;;;;;;;3;2;Appartement;;galerijflat;;;;;;;Verhuurd;;direct;0;€ 2,170;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Tuyll van Serooskerkenweg;68;H;1076 JN;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 2,175;€ 26;€ 2,175;Per maand;nee;29-5-2019;;;15-6-2019;15-6-2019;15-6-2019;15-6-2019;;;18;85;210;;;;;;;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 2,175;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Andreasplein;20;0;1058 GD;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 2,179;€ 19;€ 2,179;Per maand;nee;8-3-2019;;;27-5-2019;27-5-2019;27-5-2019;;;;81;114;296;;;;5;47;;4;3;Appartement;;tussenverdieping;;;;C;;22-8-2023;Verhuurd;;per datum;0;€ 2,179;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Beethovenstraat;34;#NAME?;1077 JH;AMSTERDAM;Keij & Stefels b.v. ;020-5775333;In verhuur genomen; € - ;; € - ;€ 2,185;€ 31;€ 2,185;Per maand;nee;3-6-2019;;;16-7-2019;16-7-2019;16-7-2019;;;;44;70;196;;;;5;;1930;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 2,185;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Egelantiersgracht;49;1;1015 RD;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ;€ 2,195;€ 22;€ 2,195;Per maand;nee;24-5-2019;;;31-5-2019;31-5-2019;31-5-2019;7-6-2019;;;8;101;265;;;;;;1740;3;2;Appartement;;maisonnette;;;;;;;Verhuurd;;direct;0;€ 2,195;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stadionweg;122;B;1077 SV;AMSTERDAM;Booij Makelaardij o.z. bv ;020-4222888;In verhuur genomen; € - ;; € - ;€ 2,200;€ 20;€ 2,200;Per maand;nee;18-3-2019;5-7-2019;;13-8-2019;7-8-2019;7-8-2019;;;;143;109;362;;1;;6;;;3;2;Appartement;;benedenwoning;;;;;;;Verhuurd;;in overleg;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Albert Cuypstraat;73;3;1072 CN;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 2,200;€ 22;€ 2,200;Per maand;nee;19-4-2019;;;25-6-2019;24-6-2019;24-6-2019;28-6-2019;;;67;100;260;;;;;;1884;3;2;Appartement;;bovenwoning;;;;D;;7-1-2026;Verhuurd;;per datum;1;€ 2,400;€ 2,200;17-5-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Keizersgracht;96;A;1015 CV;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 2,200;€ 24;€ 2,200;Per maand;nee;25-4-2019;;;3-6-2019;3-6-2019;3-6-2019;;;;40;90;210;;;;9;;1650;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Oudeschans;46;B;1011 LC;AMSTERDAM;Thoma Post Jr. Makelaars ;020-3053370;In verhuur genomen; € - ;; € - ;€ 2,050;€ 40;€ 2,200;Per maand;nee;3-5-2019;;;28-5-2019;28-5-2019;28-5-2019;;;;26;51;158;;;2;6;;1905;2;1;Appartement;;bovenwoning;;;;C;;30-4-2029;Verhuurd;;in overleg;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Henkenshage;1;C;1083 BX;AMSTERDAM;Renthouse Vastgoed BV ;020-3030609;In verhuur genomen; € - ;; € - ;€ 2,200;€ 22;€ 2,200;Per maand;nee;3-6-2019;;;11-7-2019;11-7-2019;11-7-2019;;;;39;100;300;;;;;;;3;2;Appartement;;maisonnette;;;;;;;Verhuurd;;in overleg;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Amsteldijk;55;I;1074 HX;AMSTERDAM;Amstel Vastgoed ;020 2233061;In verhuur genomen; € - ;; € - ;€ 2,100;€ 31;€ 2,200;Per maand;nee;12-6-2019;1-8-2019;;7-8-2019;1-8-2019;1-8-2019;1-8-2019;;;51;67;134;;;;;;1916;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Churchill-laan;298;#NAME?;1078 GB;AMSTERDAM;Another Home Abroad BV ;020-7880434;In verhuur genomen; € - ;; € - ;€ 2,200;€ 22;€ 2,200;Per maand;nee;12-6-2019;;;14-8-2019;10-8-2019;10-8-2019;;;;60;100;345;;;;8;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 2,450;€ 2,200;30-6-2019;€ 250;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Cornelisz. Hooftstraat;142;#NAME?;1071 CE;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 2,200;€ 20;€ 2,200;Per maand;nee;17-6-2019;;;16-7-2019;16-7-2019;16-7-2019;16-7-2019;;;30;109;330;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;1;€ 2,400;€ 2,200;25-6-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Egelantiersgracht;450;;1015 RR;AMSTERDAM;Pro makelaars ;088-5612345;In verhuur genomen; € - ;; € - ;€ 2,200;€ 30;€ 2,200;Per maand;nee;25-6-2019;;;8-7-2019;5-7-2019;5-7-2019;15-7-2019;;;11;73;210;;;;30;;;3;2;Appartement;;dubbel benedenhuis;;;;;;;Verhuurd;;in overleg;0;€ 2,200;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
